title,notation,label
3206.05-Food pathogens,3206.05,Food pathogens
3206.06-Food requirements,3206.06,Food requirements
3206.07-Mineral elements in food,3206.07,Mineral elements in food
3206.08-Nutrients,3206.08,Nutrients
3206.09-Nutrient values,3206.09,Nutrient values
3206.10-Nutritional diseases,3206.10,Nutritional diseases
3206.11-Toxicity of food,3206.11,Toxicity of food
3206.12-Trace elements in food ,3206.12,Trace elements in food 
3206.13-Vitamins ,3206.13,Vitamins 
3206.99-Other (specify),3206.99,Other (specify)
3207.01-Allergies,3207.01,Allergies
3207.02-Atherosclerosis,3207.02,Atherosclerosis
3207.03-Carcinogenesis ,3207.03,Carcinogenesis 
3207.04-Cardio-vascular pathology ,3207.04,Cardio-vascular pathology 
3207.05-Comparative pathology,3207.05,Comparative pathology
3207.06-Endotoxins,3207.06,Endotoxins
3207.07-Experimental pathology,3207.07,Experimental pathology
3207.08-Haematology ,3207.08,Haematology 
3207.09-Histopathology,3207.09,Histopathology
3207.10-Immunopathology ,3207.10,Immunopathology 
3207.11-Neuropathology,3207.11,Neuropathology
3207.12-Parasitology,3207.12,Parasitology
3207.13-Oncology ,3207.13,Oncology 
3207.14-Osteopathology,3207.14,Osteopathology
3207.15-Radiation pathology ,3207.15,Radiation pathology 
3207.16-Stress,3207.16,Stress
3207.17-Teratology (study of monsters),3207.17,Teratology (study of monsters)
3207.18-Thrombosis ,3207.18,Thrombosis 
3207.99-Other (specify),3207.99,Other (specify)
3208.01-Absorption of drugs,3208.01,Absorption of drugs
3208.02-Action of drugs ,3208.02,Action of drugs 
"3208.03-Activation, multiple processes",3208.03,"Activation, multiple processes"
"3208.04-Active locations, receptors",3208.04,"Active locations, receptors"
"3208.05-Catalysis, autocatalysis, inmunocatalysis",3208.05,"Catalysis, autocatalysis, inmunocatalysis"
3208.06-Chemotherapy ,3208.06,Chemotherapy 
3208.07-Interaction of antigens,3208.07,Interaction of antigens
3208.08-Mechanisms of action of drugs ,3208.08,Mechanisms of action of drugs 
3208.09-drug metabolic processes,3208.09,drug metabolic processes
3208.99-Other (specify),3208.99,Other (specify)
3209.01-Analysis of pharmaceuticals,3209.01,Analysis of pharmaceuticals
3209.02-Composition of drugs,3209.02,Composition of drugs
3209.03-Evaluation of drugs,3209.03,Evaluation of drugs
3209.04-Naturally occurring drugs ,3209.04,Naturally occurring drugs 
3209.05-Pharmacognosy,3209.05,Pharmacognosy
3209.06-Pharmacopoeas,3209.06,Pharmacopoeas
3209.07-Phytopharmaceuticals,3209.07,Phytopharmaceuticals
3209.08-Preparation of drugs,3209.08,Preparation of drugs
3209.09-Psychopharmacology ,3209.09,Psychopharmacology 
3209.10-Radiopharmaceuticals,3209.10,Radiopharmaceuticals
3209.11-Standardization of drugs,3209.11,Standardization of drugs
3209.12-Synthetic drugs,3209.12,Synthetic drugs
3209.99-Other (specify),3209.99,Other (specify)
3213.01-Abdominal surgery,3213.01,Abdominal surgery
3213.02-Aesthetic surgery,3213.02,Aesthetic surgery
3213.03-Anaesthesiology,3213.03,Anaesthesiology
3213.04-Bone surgery,3213.04,Bone surgery
3213.05-Ear-nose-throat surgery,3213.05,Ear-nose-throat surgery
3213.06-Experimental surgery,3213.06,Experimental surgery
3213.07-Heart surgery,3213.07,Heart surgery
3213.08-Neurosurgery,3213.08,Neurosurgery
3213.09-Ocular surgery,3213.09,Ocular surgery
3213.10-Orthopaedic surgery,3213.10,Orthopaedic surgery
3213.11-Physiotherapy,3213.11,Physiotherapy
3213.12-Proctology,3213.12,Proctology
3213.13-Stomatology-orthodonty ,3213.13,Stomatology-orthodonty 
3213.14-Transplantation surgery,3213.14,Transplantation surgery
3213.15-Traumatology,3213.15,Traumatology
3213.16-Urology,3213.16,Urology
3213.17-Vascular surgery,3213.17,Vascular surgery
3213.99-Other (specify),3213.99,Other (specify)
3301.01-Aerodynamics,3301.01,Aerodynamics
3301.02-Aerodynamic loads,3301.02,Aerodynamic loads
3301.03-Aerodynamic theory,3301.03,Aerodynamic theory
3301.04-Aircraft,3301.04,Aircraft
"3301.05-aviation fuels, combustion",3301.05,"aviation fuels, combustion"
3301.06-Aircraft structures,3301.06,Aircraft structures
3301.07-Air cushion devices ,3301.07,Air cushion devices 
3301.08-Airports and air transport ,3301.08,Airports and air transport 
3301.09-Compressors and turbines,3301.09,Compressors and turbines
3301.10-Flight tests and research,3301.10,Flight tests and research
3301.11-Flutter and vibration ,3301.11,Flutter and vibration 
3301.12-Hydrodynamics,3301.12,Hydrodynamics
3301.13-Instrumentation (aviation),3301.13,Instrumentation (aviation)
3301.14-Landing loads,3301.14,Landing loads
3301.15-Propulsion systems,3301.15,Propulsion systems
3301.16-Propulsion system materials,3301.16,Propulsion system materials
3301.17-Rotary wing,3301.17,Rotary wing
3301.18-Stability and control,3301.18,Stability and control
3301.99-Other (specify),3301.99,Other (specify)
3302.01-Antibiotics technology ,3302.01,Antibiotics technology 
3302.02-Fermentation technology ,3302.02,Fermentation technology 
3302.03-Industrial microbiology ,3302.03,Industrial microbiology 
3302.90-Biochemical engineering,3302.90,Biochemical engineering
3302.99-Other (specify),3302.99,Other (specify)
3303.01-Catalysis technology,3303.01,Catalysis technology
3303.02-Chemical economics,3303.02,Chemical economics
3303.03-Chemical processes,3303.03,Chemical processes
3303.04-Chemical separation,3303.04,Chemical separation
3303.05-Chemical synthesis,3303.05,Chemical synthesis
3303.06-Combustion technology ,3303.06,Combustion technology 
3303.07-Corrosion technology ,3303.07,Corrosion technology 
3303.08-Deionization ,3303.08,Deionization 
3303.09-Electrochemical operations ,3303.09,Electrochemical operations 
3303.10-Electroplating,3303.10,Electroplating
3303.11-Industrial chemistry,3303.11,Industrial chemistry
3303.12-Nuclear-chemical processes,3303.12,Nuclear-chemical processes
3303.13-Preservation technology ,3303.13,Preservation technology 
3303.14-Protective coatings,3303.14,Protective coatings
3303.15-Refractory coating,3303.15,Refractory coating
3303.16-Water repellent coatings,3303.16,Water repellent coatings
3303.90-Technology Chemical Surfactants,3303.90,Technology Chemical Surfactants
3303.99-Other (specify),3303.99,Other (specify)
3304.01-Analog computers,3304.01,Analog computers
3304.02-analog-digital converters,3304.02,analog-digital converters
3304.03-Arithmetic and machine instructions,3304.03,Arithmetic and machine instructions
3304.04-Central processing units,3304.04,Central processing units
3304.05-Character recognition systems,3304.05,Character recognition systems
3304.06-Computer architecture ,3304.06,Computer architecture 
3304.07-Computer peripherals,3304.07,Computer peripherals
3304.08-Computer reliability,3304.08,Computer reliability
3304.09-Computer serviceability,3304.09,Computer serviceability
"3304.10-Computer terminals, graphic display devices and plotters",3304.10,"Computer terminals, graphic display devices and plotters"
3304.11-Computing systems design,3304.11,Computing systems design
3304.12-Control devices,3304.12,Control devices
3304.13-Data transmission devices,3304.13,Data transmission devices
3304.14-Digital computers,3304.14,Digital computers
3304.15-Hybrid computers,3304.15,Hybrid computers
3304.16-Logical design,3304.16,Logical design
3304.17-Real-time systems,3304.17,Real-time systems
3304.18-Storage devices,3304.18,Storage devices
3304.99-Other (specify),3304.99,Other (specify)
3305.01-Architectural design ,3305.01,Architectural design 
3305.02-Airports construction ,3305.02,Airports construction 
"3305.03-Buildings, large and skyscrapers",3305.03,"Buildings, large and skyscrapers"
3305.04-Bridges,3305.04,Bridges
3305.05-Concrete (technology of),3305.05,Concrete (technology of)
3305.06-Civil engineering,3305.06,Civil engineering
3305.07-Dams,3305.07,Dams
3305.08-Drainage ,3305.08,Drainage 
3305.09-Excavations,3305.09,Excavations
3305.10-Foundations,3305.10,Foundations
3305.11-Harbours,3305.11,Harbours
3305.12-Heavy constructions,3305.12,Heavy constructions
3305.13-Highways ,3305.13,Highways 
3305.14-Houses,3305.14,Houses
3305.15-Hydraulic engineering ,3305.15,Hydraulic engineering 
3305.16-Hyperstatic systems,3305.16,Hyperstatic systems
3305.17-Industrial and commercial buildings,3305.17,Industrial and commercial buildings
3305.18-Inland waterways,3305.18,Inland waterways
3305.19-Irrigation ,3305.19,Irrigation 
3305.20-Light constructions,3305.20,Light constructions
3305.21-Metallic constructions,3305.21,Metallic constructions
3305.22-Metrology of building,3305.22,Metrology of building
3305.23-Organization of works,3305.23,Organization of works
3305.24-Prefabricated constructions,3305.24,Prefabricated constructions
3305.25-Prefabricated concrete,3305.25,Prefabricated concrete
3305.26-Public buildings,3305.26,Public buildings
3305.27-Railway construction ,3305.27,Railway construction 
"3305.28-Regulations, codes and specifications ",3305.28,"Regulations, codes and specifications "
3305.29-Road construction ,3305.29,Road construction 
3305.30-Sewers and water purification ,3305.30,Sewers and water purification 
3305.31-Soil mechanics (construction),3305.31,Soil mechanics (construction)
3305.32-Structural engineering,3305.32,Structural engineering
3305.33-Structural strength,3305.33,Structural strength
3305.34-Topography of building,3305.34,Topography of building
3305.35-Tunnels,3305.35,Tunnels
3305.36-Underground works ,3305.36,Underground works 
3305.37-Urban planning ,3305.37,Urban planning 
3305.38-Water supply,3305.38,Water supply
3305.39-Wood constructions ,3305.39,Wood constructions 
3305.90-Heat transfer in building,3305.90,Heat transfer in building
3305.99-Other (specify),3305.99,Other (specify)
3306.01-Direct current power utilization,3306.01,Direct current power utilization
3306.02-Electrical applications,3306.02,Electrical applications
3306.03-Electric motors,3306.03,Electric motors
3306.04-Electric lighting ,3306.04,Electric lighting 
3306.05-Insulated conductors,3306.05,Insulated conductors
3306.06-Manufacture of electrical equipment,3306.06,Manufacture of electrical equipment
3306.07-Rotating machinery,3306.07,Rotating machinery
3306.08-Switchgear,3306.08,Switchgear
3306.09-Transmission and distribution,3306.09,Transmission and distribution
3306.99-Other (specify),3306.99,Other (specify)
3307.01-Antennae ,3307.01,Antennae 
3307.02-Audio-electronics ,3307.02,Audio-electronics 
3307.03-Circuit design ,3307.03,Circuit design 
3307.04-Electro-acoustic transducers,3307.04,Electro-acoustic transducers
3307.05-Electron tubes ,3307.05,Electron tubes 
3307.06-Filter design,3307.06,Filter design
3307.07-Laser devices ,3307.07,Laser devices 
3307.08-Microwave devices ,3307.08,Microwave devices 
3307.09-Photo-electric devices ,3307.09,Photo-electric devices 
3307.10-Radar,3307.10,Radar
3307.11-Radio receivers ,3307.11,Radio receivers 
3307.12-Radio transmitters ,3307.12,Radio transmitters 
3307.13-Recording devices,3307.13,Recording devices
3307.14-Semi-conductor devices ,3307.14,Semi-conductor devices 
3307.15-Sonar devices ,3307.15,Sonar devices 
3307.16-Sonic devices,3307.16,Sonic devices
3307.17-Thermo-electric devices,3307.17,Thermo-electric devices
3307.18-Thermo-ionic devices,3307.18,Thermo-ionic devices
3307.19-Transistors ,3307.19,Transistors 
3307.20-TV emitters (transmitters) ,3307.20,TV emitters (transmitters) 
3307.21-TV receivers (See 3325.09),3307.21,TV receivers (See 3325.09)
3307.22-Ultrasonic devices ,3307.22,Ultrasonic devices 
3307.23-X-ray devices ,3307.23,X-ray devices 
3307.90-Microelectronics,3307.90,Microelectronics
3307.91-Microelectronics: Silicon Technology,3307.91,Microelectronics: Silicon Technology
3307.92-Microelectronics: III-V Technologies and alternatives,3307.92,Microelectronics: III-V Technologies and alternatives
3307.93-Microelectronics: Design,3307.93,Microelectronics: Design
3307.99-Other (specify),3307.99,Other (specify)
3308.01-Air pollution control ,3308.01,Air pollution control 
3308.02-industrial wastes,3308.02,industrial wastes
3308.03-Insect control technology ,3308.03,Insect control technology 
3308.04-Pollution engineering,3308.04,Pollution engineering
3308.05-Radio active waste disposal ,3308.05,Radio active waste disposal 
3308.06-Reclamation of water ,3308.06,Reclamation of water 
3308.07-Refuse disposal,3308.07,Refuse disposal
3308.08-Rodent control technology,3308.08,Rodent control technology
3308.09-Sanitary engineering ,3308.09,Sanitary engineering 
3308.10-Sewage technology ,3308.10,Sewage technology 
3308.11-Water pollution control ,3308.11,Water pollution control 
3308.99-Other (specify),3308.99,Other (specify)
3309.01-Alcoholic beverages ,3309.01,Alcoholic beverages 
3309.02-Animal feed ,3309.02,Animal feed 
3309.03-Antioxidants in food,3309.03,Antioxidants in food
3309.04-Bakery,3309.04,Bakery
3309.05-Brewing ,3309.05,Brewing 
3309.06-Canning,3309.06,Canning
3309.07-Cereal products,3309.07,Cereal products
3309.08-Colours ,3309.08,Colours 
3309.09-Dairy products,3309.09,Dairy products
3309.10-Flavour ,3309.10,Flavour 
3309.11-Flour milling ,3309.11,Flour milling 
3309.12-Food additives,3309.12,Food additives
3309.13-Food preservation,3309.13,Food preservation
3309.14-Food processing,3309.14,Food processing
3309.15-Food sanitation,3309.15,Food sanitation
3309.16-Freeze-drying ,3309.16,Freeze-drying 
3309.17-Lyophilization,3309.17,Lyophilization
3309.18-Non-alcoholic beverages,3309.18,Non-alcoholic beverages
3309.19-Pasteurization,3309.19,Pasteurization
3309.20-Properties of food,3309.20,Properties of food
3309.21-Protein foods ,3309.21,Protein foods 
3309.22-Refrigeration ,3309.22,Refrigeration 
3309.23-Stabilisers,3309.23,Stabilisers
3309.24-Starch ,3309.24,Starch 
3309.25-Sterilisation of food,3309.25,Sterilisation of food
3309.26-Sugar ,3309.26,Sugar 
3309.27-Synthetic foods,3309.27,Synthetic foods
3309.28-Vegetable oils and fats ,3309.28,Vegetable oils and fats 
3309.29-Wine ,3309.29,Wine 
3309.90-Microbiology of food,3309.90,Microbiology of food
3309.91-Keeping postharvest,3309.91,Keeping postharvest
3309.92-Biochemistry and microbiology of fermentation processes,3309.92,Biochemistry and microbiology of fermentation processes
3309.93-Canned vegetables,3309.93,Canned vegetables
3309.95-Food technology: Heat transfer,3309.95,Food technology: Heat transfer
3309.99-Other (specify),3309.99,Other (specify)
3310.01-Industrial equipment ,3310.01,Industrial equipment 
3310.02-Industrial machinery ,3310.02,Industrial machinery 
3310.03-Industrial processes,3310.03,Industrial processes
3310.04-Maintenance engineering ,3310.04,Maintenance engineering 
3310.05-Processing engineering,3310.05,Processing engineering
3310.06-Process specifications,3310.06,Process specifications
3310.07-Time and motion study ,3310.07,Time and motion study 
3310.99-Other (specify),3310.99,Other (specify)
3311.01-Automation technology,3311.01,Automation technology
3311.02-Control engineering,3311.02,Control engineering
3311.03-Dental instruments ,3311.03,Dental instruments 
3311.04-Electro-optical devices,3311.04,Electro-optical devices
3311.05-Electrical test equipment,3311.05,Electrical test equipment
3311.06-Electrical instruments,3311.06,Electrical instruments
3311.07-Electronic instruments ,3311.07,Electronic instruments 
3311.08-Laboratory equipment,3311.08,Laboratory equipment
3311.09-Lenses,3311.09,Lenses
3311.10-Medical instruments ,3311.10,Medical instruments 
3311.11-Optical instruments ,3311.11,Optical instruments 
3311.12-Photographic and cinematographic equipment ,3311.12,Photographic and cinematographic equipment 
3311.13-Scientific apparatus,3311.13,Scientific apparatus
3311.14-Servomechanisms,3311.14,Servomechanisms
3311.15-Telechiric techniques,3311.15,Telechiric techniques
3311.16-Temperature measurement instruments ,3311.16,Temperature measurement instruments 
3311.17-Test equipment,3311.17,Test equipment
3311.18-Thermo static instruments,3311.18,Thermo static instruments
3311.19-Timing Devices,3311.19,Timing Devices
3311.99-Other (specify),3311.99,Other (specify)
3312.01-Abrasives,3312.01,Abrasives
3312.02-Binders,3312.02,Binders
3312.03-Ceramics,3312.03,Ceramics
3312.04-Cermets,3312.04,Cermets
3312.05-Clay products,3312.05,Clay products
3312.06-Glass,3312.06,Glass
3312.07-Limes,3312.07,Limes
3312.08-Material properties,3312.08,Material properties
3312.09-Material resistance,3312.09,Material resistance
3312.10-Plastics ,3312.10,Plastics 
3312.11-Refractories ,3312.11,Refractories 
3312.12-Testing of materials,3312.12,Testing of materials
3312.13-Wood technology ,3312.13,Wood technology 
3312.99-Other (specify),3312.99,Other (specify)
3313.01-Air blowers,3313.01,Air blowers
3313.02-Air compressors ,3313.02,Air compressors 
3313.03-Bearings,3313.03,Bearings
3313.04-Construction equipment ,3313.04,Construction equipment 
"3313.05-Dies, jigs and patterns",3313.05,"Dies, jigs and patterns"
3313.06-Farm machinery ,3313.06,Farm machinery 
3313.07-Food machinery ,3313.07,Food machinery 
3313.08-Gas engines,3313.08,Gas engines
3313.09-Gears,3313.09,Gears
3313.10-Heating equipment ,3313.10,Heating equipment 
3313.11-Hydraulic machinery ,3313.11,Hydraulic machinery 
3313.12-Industrial machinery and equipment ,3313.12,Industrial machinery and equipment 
3313.13-Internal combustion engines (general) ,3313.13,Internal combustion engines (general) 
3313.14-Machine tools and accessories,3313.14,Machine tools and accessories
3313.15-Machine design,3313.15,Machine design
3313.16-Materials handling equipment ,3313.16,Materials handling equipment 
3313.17-Mechanized operations,3313.17,Mechanized operations
3313.18-Mining machinery ,3313.18,Mining machinery 
3313.19-Nuclear machinery ,3313.19,Nuclear machinery 
3313.20-Papermaking machinery,3313.20,Papermaking machinery
3313.21-Petrleum extracting machinery ,3313.21,Petrleum extracting machinery 
3313.22-Pneumatic equipment,3313.22,Pneumatic equipment
3313.23-Power transmission equipment (mechanical) ,3313.23,Power transmission equipment (mechanical) 
3313.24-Printing and duplicating machinery ,3313.24,Printing and duplicating machinery 
3313.25-Pumps and liquid handling equipment ,3313.25,Pumps and liquid handling equipment 
3313.26-Refrigerating equipment ,3313.26,Refrigerating equipment 
3313.27-specialized industrial machinery,3313.27,specialized industrial machinery
3313.28-Steam engines,3313.28,Steam engines
3313.29-Textile machinery ,3313.29,Textile machinery 
3313.30-Turbines,3313.30,Turbines
3313.31-Vending and service machinery,3313.31,Vending and service machinery
3313.99-Other (specify),3313.99,Other (specify)
3314.01-Artificial organs,3314.01,Artificial organs
3314.02-Prosthetic devices,3314.02,Prosthetic devices
3314.99-Other (specify),3314.99,Other (specify)
3315.01-Aluminum,3315.01,Aluminum
3315.02-Copper,3315.02,Copper
3315.03-Electrometallurgical products ,3315.03,Electrometallurgical products 
3315.04-Foundries (general),3315.04,Foundries (general)
"3315.05-Iron and steel mills, foundries and forges",3315.05,"Iron and steel mills, foundries and forges"
3315.06-Lead and zinc,3315.06,Lead and zinc
3315.07-Metallurgical products (special),3315.07,Metallurgical products (special)
3315.08-Metallurgical Services,3315.08,Metallurgical Services
"3315.09-Non-ferrous smelting, refining and processing",3315.09,"Non-ferrous smelting, refining and processing"
3315.10-Non-ferrous castings,3315.10,Non-ferrous castings
3315.11-Powder metallurgy,3315.11,Powder metallurgy
3315.12-Precious metals,3315.12,Precious metals
3315.13-Precision casting,3315.13,Precision casting
3315.14-Radioactive metals,3315.14,Radioactive metals
3315.15-Rare metals,3315.15,Rare metals
"3315.16-Refining, including zone refining",3315.16,"Refining, including zone refining"
3315.17-Refractory metals ,3315.17,Refractory metals 
3315.90-Non-ferrous extractive metallurgy,3315.90,Non-ferrous extractive metallurgy
3315.99-Other (specify),3315.99,Other (specify)
3316.01-autoclaves and boilers ,3316.01,autoclaves and boilers 
3316.02-Cans and containers,3316.02,Cans and containers
3316.03-Distilling equipment ,3316.03,Distilling equipment 
3316.04-Electroplated and coated products ,3316.04,Electroplated and coated products 
"3316.05-Furnaces, ovens, kilns",3316.05,"Furnaces, ovens, kilns"
3316.06-Hardware,3316.06,Hardware
"3316.07-Machined, and turned products",3316.07,"Machined, and turned products"
3316.08-Metal fabrication services,3316.08,Metal fabrication services
"3316.09-Pipes, fittings and valves ",3316.09,"Pipes, fittings and valves "
3316.10-Pressure vessels ,3316.10,Pressure vessels 
3316.11-sheet metal products,3316.11,sheet metal products
3316.12-Stampings,3316.12,Stampings
3316.13-Structural steel products,3316.13,Structural steel products
3316.14-Weldings,3316.14,Weldings
3316.15-Wire products,3316.15,Wire products
3316.99-Other (specify),3316.99,Other (specify)
3317.01-All terrain vehicles,3317.01,All terrain vehicles
3317.02-Automobiles,3317.02,Automobiles
"3317.03-Buses, lorries and trailers",3317.03,"Buses, lorries and trailers"
3317.04-Diesel engines ,3317.04,Diesel engines 
3317.05-Motor cycles,3317.05,Motor cycles
3317.06-Motor transport services,3317.06,Motor transport services
3317.07-Parts and accessories,3317.07,Parts and accessories
3317.08-Piston engines ,3317.08,Piston engines 
3317.09-Rotating engines ,3317.09,Rotating engines 
3317.10-Traffic engineering ,3317.10,Traffic engineering 
3317.99-Other (specify),3317.99,Other (specify)
3318.01-Coal minning ,3318.01,Coal minning 
3318.02-Concentration of ores ,3318.02,Concentration of ores 
3318.03-Iron ores,3318.03,Iron ores
3318.04-Mining services,3318.04,Mining services
3318.05-Non-ferrous metal ores,3318.05,Non-ferrous metal ores
3318.06-Non-metallic minerals,3318.06,Non-metallic minerals
3318.07-Quarry products,3318.07,Quarry products
3318.08-Sulphur,3318.08,Sulphur
3318.09-Uranium and radioactive ores,3318.09,Uranium and radioactive ores
3318.99-Other (specify),3318.99,Other (specify)
3319.01-Air cushion devices ,3319.01,Air cushion devices 
3319.02-Boats,3319.02,Boats
3319.03-Inland waterway craft,3319.03,Inland waterway craft
3319.04-Marine auxiliaries,3319.04,Marine auxiliaries
3319.05-Marine engines,3319.05,Marine engines
3319.06-Marine transportation ,3319.06,Marine transportation 
3319.07-Merchant ships,3319.07,Merchant ships
3319.08-Naval architecture,3319.08,Naval architecture
3319.09-Ocean transport ,3319.09,Ocean transport 
3319.10-Propellers,3319.10,Propellers
3319.11-Shafting,3319.11,Shafting
3319.12-Shipbuilding,3319.12,Shipbuilding
3319.13-Underwater craft,3319.13,Underwater craft
3319.99-Other (specify),3319.99,Other (specify)
3320.01-Isotope applications ,3320.01,Isotope applications 
3320.02-Isotope separation ,3320.02,Isotope separation 
3320.03-Nuclear explosions,3320.03,Nuclear explosions
3320.04-Nuclear fission reactors ,3320.04,Nuclear fission reactors 
3320.05-Nuclear fusion reactors ,3320.05,Nuclear fusion reactors 
3320.06-Nuclear tests,3320.06,Nuclear tests
3320.99-Other (specify),3320.99,Other (specify)
3321.01-Asphaltic materials,3321.01,Asphaltic materials
3321.02-Coal chemicals ,3321.02,Coal chemicals 
3321.03-Crude petroleum,3321.03,Crude petroleum
3321.04-Gas pipelines,3321.04,Gas pipelines
3321.05-Liquefied gas,3321.05,Liquefied gas
3321.06-Lubricating oil and grease,3321.06,Lubricating oil and grease
3321.07-Natural Gas,3321.07,Natural Gas
3321.08-Oilfield equipment,3321.08,Oilfield equipment
3321.09-Oilfield services,3321.09,Oilfield services
3321.10-Oil pipelines,3321.10,Oil pipelines
3321.11-Petrochemicals,3321.11,Petrochemicals
"3321.12-Petroleum products: petrol, oils, waxes",3321.12,"Petroleum products: petrol, oils, waxes"
3321.13-Refinery's Design,3321.13,Refinery's Design
3321.14-Storage (oil and gas),3321.14,Storage (oil and gas)
3321.90-Coals characterization,3321.90,Coals characterization
3321.99-Other (specify),3321.99,Other (specify)
3322.01-Power distribution,3322.01,Power distribution
3322.02-Power generation,3322.02,Power generation
3322.03-Power generators,3322.03,Power generators
3322.04-Power transmission ,3322.04,Power transmission 
3322.05-unconventional sources of energy ,3322.05,unconventional sources of energy 
3322.99-Other (specify),3322.99,Other (specify)
3323.01-Locomotives,3323.01,Locomotives
3323.02-Railroad equipment,3323.02,Railroad equipment
3323.03-Railway services,3323.03,Railway services
3323.04-Rapid transit,3323.04,Rapid transit
3323.05-Rolling stock,3323.05,Rolling stock
3323.99-Other (specify),3323.99,Other (specify)
3324.01-Artificial satellites ,3324.01,Artificial satellites 
3324.02-Missiles: launching and recovery,3324.02,Missiles: launching and recovery
3324.03-Missile facilities,3324.03,Missile facilities
3324.04-Rocket engines,3324.04,Rocket engines
3324.05-Space craft,3324.05,Space craft
3324.06-Space tracking,3324.06,Space tracking
3324.07-Vehicle control,3324.07,Vehicle control
3324.99-Other (specify),3324.99,Other (specify)
"3325.01-Broadcasting, sound and television ",3325.01,"Broadcasting, sound and television "
3325.02-Cable television,3325.02,Cable television
3325.03-Cinematography ,3325.03,Cinematography 
3325.04-Microwave links ,3325.04,Microwave links 
3325.05-Radiocommunications ,3325.05,Radiocommunications 
3325.06-Satellite communications ,3325.06,Satellite communications 
3325.07-Telegraph,3325.07,Telegraph
3325.08-Telephone,3325.08,Telephone
3325.09-Television ,3325.09,Television 
3325.99-Other (specify),3325.99,Other (specify)
3326.01-Cotton,3326.01,Cotton
3326.02-Flax,3326.02,Flax
3326.03-Jute,3326.03,Jute
3326.04-Spinning,3326.04,Spinning
3326.05-Synthetic textiles ,3326.05,Synthetic textiles 
3326.06-Weaving,3326.06,Weaving
3326.07-Wool,3326.07,Wool
3326.99-Other (specify),3326.99,Other (specify)
"3327.01-Airlines operations, air-traffic control",3327.01,"Airlines operations, air-traffic control"
3327.02-Traffic analysis ,3327.02,Traffic analysis 
3327.03-Urban Transit systems ,3327.03,Urban Transit systems 
3327.04-Combinations of systems,3327.04,Combinations of systems
3327.99-Other (specify),3327.99,Other (specify)
3328.01-Absorption,3328.01,Absorption
3328.02-Agitation,3328.02,Agitation
3328.03-Centrifugation,3328.03,Centrifugation
3328.04-Compressing ,3328.04,Compressing 
3328.05-Crystallisation,3328.05,Crystallisation
3328.06-Deionisation ,3328.06,Deionisation 
3328.07-Distillation and condensation ,3328.07,Distillation and condensation 
3328.08-Drying,3328.08,Drying
3328.09-Evaporation,3328.09,Evaporation
3328.10-Filtration,3328.10,Filtration
3328.11-Flotation ,3328.11,Flotation 
3328.12-Flow through porous media,3328.12,Flow through porous media
3328.13-Fluidization of solids,3328.13,Fluidization of solids
3328.14-Freeze-drying ,3328.14,Freeze-drying 
3328.15-Handling of solids ,3328.15,Handling of solids 
3328.16-Heat transfer ,3328.16,Heat transfer 
3328.17-Liquid-liquid extraction,3328.17,Liquid-liquid extraction
3328.18-Mass Transfer,3328.18,Mass Transfer
3328.19-Mixing,3328.19,Mixing
"3328.20-Pipes, fittings and valves ",3328.20,"Pipes, fittings and valves "
3328.21-Pumping ,3328.21,Pumping 
3328.22-Screening,3328.22,Screening
3328.23-Sedimentation,3328.23,Sedimentation
3328.24-Size-reduction,3328.24,Size-reduction
3328.25-Solid-liquid extraction,3328.25,Solid-liquid extraction
3328.26-Refrigeration ,3328.26,Refrigeration 
3328.27-Vapor-liquid transfer,3328.27,Vapor-liquid transfer
3328.99-Other (specify),3328.99,Other (specify)
3329.01-Building Codes ,3329.01,Building Codes 
3329.02-Communications,3329.02,Communications
3329.03-Community organization,3329.03,Community organization
3329.04-Land Use,3329.04,Land Use
3329.05-Regional development,3329.05,Regional development
3329.06-Sanitary services,3329.06,Sanitary services
3329.07-Transportation ,3329.07,Transportation 
3329.08-Urban environment,3329.08,Urban environment
3329.09-Urban-ural relations ,3329.09,Urban-ural relations 
3329.99-Other (specify),3329.99,Other (specify)
5101.01-Adornment,5101.01,Adornment
5101.02-Clothing,5101.02,Clothing
"5101.03-Dances, feasts ",5101.03,"Dances, feasts "
5101.04-Ethno-musicology ,5101.04,Ethno-musicology 
5101.05-Ethnolinguistics,5101.05,Ethnolinguistics
5101.06-Museology,5101.06,Museology
5101.07-Myths,5101.07,Myths
5101.08-Magic,5101.08,Magic
"5101.09-Poems, stories",5101.09,"Poems, stories"
5101.10-Religion ,5101.10,Religion 
5101.11-Sorcery,5101.11,Sorcery
5101.12-Symbolism ,5101.12,Symbolism 
5101.13-Traditional medicine ,5101.13,Traditional medicine 
5101.14-Tradition,5101.14,Tradition
5101.99-Other (specify),5101.99,Other (specify)
5102.01-Agriculture,5102.01,Agriculture
5102.02-Arms,5102.02,Arms
5102.03-Barter,5102.03,Barter
5102.04-Exchange,5102.04,Exchange
5102.05-Habitat,5102.05,Habitat
5102.06-Handicraft,5102.06,Handicraft
5102.07-Hunting,5102.07,Hunting
5102.08-Fishing,5102.08,Fishing
5102.09-Foraging,5102.09,Foraging
5102.10-Metallurgy,5102.10,Metallurgy
5102.11-Stockraising,5102.11,Stockraising
5102.99-Other (specify),5102.99,Other (specify)
"5103.01-Chiefdom, royalty",5103.01,"Chiefdom, royalty"
"5103.02-Descent, family, kinship",5103.02,"Descent, family, kinship"
5103.03-Nomadism,5103.03,Nomadism
